Match ID,Time Stamp(mins),Champion,Skills,Kills,Deaths,Assists,KDA,Level,Experience,Objectives Assisted,Gold Earned,Current Gold,CS,Jungle CS,Vision Score
5187883842,5,Riven,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",1,1,0,1.0,6,2043,0,1875,175,30,0,23
5187883842,10,Riven,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",1,3,1,0.6666666666666666,8,3906,0,3244,544,59,0,23
5187883842,15,Riven,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",2,5,2,0.8,11,6673,0,5330,330,95,0,23
5187883842,20,Riven,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 4, <Key.W: 'W'>: 1, <Key.R: 'R'>: 2}",3,6,2,0.8333333333333334,13,9230,0,7278,173,134,0,23
5187883842,25,Riven,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 5, <Key.W: 'W'>: 2, <Key.R: 'R'>: 2}",3,7,2,0.7142857142857143,15,11918,0,9224,159,182,0,23
5187883842,30,Riven,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 5, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",3,7,2,0.7142857142857143,16,14638,0,10866,1856,220,0,23
5186336841,5,Rumble,"{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 2, <Key.W: 'W'>: 1}",1,0,3,4.0,5,1371,0,1669,119,11,0,46
5186336841,10,Rumble,"{<Key.E: 'E'>: 2, <Key.Q: 'Q'>: 4, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",3,1,5,8.0,9,4195,0,3947,697,51,0,46
5186336841,15,Rumble,"{<Key.E: 'E'>: 3, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",4,1,7,11.0,11,7290,1,6275,850,101,0,46
5186336841,20,Rumble,"{<Key.E: 'E'>: 5, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.R: 'R'>: 2}",6,2,8,7.0,14,9971,1,8891,71,131,0,46
5186336841,25,Rumble,"{<Key.E: 'E'>: 5, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 2, <Key.R: 'R'>: 2}",6,3,10,5.333333333333333,15,11565,2,10508,328,157,0,46
5186336841,30,Rumble,"{<Key.E: 'E'>: 5, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",9,4,12,5.25,16,14410,4,12830,1201,160,12,46
5185429736,5,Smolder,"{<Key.Q: 'Q'>: 3, <Key.W: 'W'>: 1, <Key.E: 'E'>: 1}",0,0,0,0.0,6,1739,0,1363,513,20,0,12
5185429736,10,Smolder,"{<Key.Q: 'Q'>: 4, <Key.W: 'W'>: 2, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",0,2,1,0.5,9,4324,0,2853,753,57,0,12
5185429736,15,Smolder,"{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 3, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",1,3,1,0.6666666666666666,11,7073,0,4869,6,101,0,12
5185429736,20,Smolder,"{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 4, <Key.E: 'E'>: 1, <Key.R: 'R'>: 2}",1,3,1,0.6666666666666666,13,9604,0,6467,904,144,1,12
5185429736,25,Smolder,"{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.E: 'E'>: 2, <Key.R: 'R'>: 2}",1,5,1,0.4,15,12031,0,8137,399,183,5,12
5185388739,5,Warwick,"{<Key.Q: 'Q'>: 1, <Key.W: 'W'>: 2, <Key.E: 'E'>: 1}",0,2,2,1.0,5,1422,0,1549,249,17,0,11
5185388739,10,Warwick,"{<Key.Q: 'Q'>: 2, <Key.W: 'W'>: 4, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",2,4,2,1.0,9,4335,0,3651,776,53,0,11
5185388739,15,Warwick,"{<Key.Q: 'Q'>: 3, <Key.W: 'W'>: 5, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",5,6,2,1.1666666666666667,11,7007,0,6949,29,82,0,11
5185388739,20,Warwick,"{<Key.Q: 'Q'>: 3, <Key.W: 'W'>: 5, <Key.E: 'E'>: 2, <Key.R: 'R'>: 2}",7,8,4,1.375,13,8654,1,8654,184,104,0,11
5184792730,5,Olaf,"{<Key.Q: 'Q'>: 2, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,1,0,0.0,5,1510,0,1301,401,21,0,31
5184792730,10,Olaf,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 2, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",3,3,0,1.0,9,4694,0,3684,884,56,0,31
5184792730,15,Olaf,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 1, <Key.R: 'R'>: 2}",5,3,1,2.0,12,8067,0,6235,35,93,0,31
5184744191,5,Volibear,"{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 3, <Key.W: 'W'>: 1}",0,0,1,1.0,6,1846,0,1537,1037,26,0,23
5184744191,10,Volibear,"{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 3, <Key.W: 'W'>: 3, <Key.R: 'R'>: 1}",2,2,1,1.5,9,4854,0,3990,440,74,0,23
5184744191,15,Volibear,"{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",2,2,2,2.0,12,7579,1,6436,1836,126,0,23
5184744191,20,Volibear,"{<Key.E: 'E'>: 2, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",5,3,2,2.3333333333333335,15,11735,2,10091,96,178,4,23
5184744191,25,Volibear,"{<Key.E: 'E'>: 3, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",5,5,3,1.6,16,14691,4,11487,1493,201,4,23
5184744191,30,Volibear,"{<Key.E: 'E'>: 4, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",9,6,4,2.1666666666666665,18,18357,4,15309,2240,231,8,23
5184662585,5,Kennen,"{<Key.Q: 'Q'>: 2, <Key.W: 'W'>: 2, <Key.E: 'E'>: 1}",0,0,1,1.0,6,1916,0,1479,979,17,0,35
5184662585,10,Kennen,"{<Key.Q: 'Q'>: 3, <Key.W: 'W'>: 3, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",1,0,3,4.0,9,4742,1,3480,1780,52,0,35
5184662585,15,Kennen,"{<Key.Q: 'Q'>: 4, <Key.W: 'W'>: 4, <Key.E: 'E'>: 1, <Key.R: 'R'>: 2}",1,0,4,5.0,12,8137,1,5538,763,93,0,35
5184662585,20,Kennen,"{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.E: 'E'>: 1, <Key.R: 'R'>: 2}",2,2,4,3.0,14,10136,1,7361,791,119,0,35
